#Test
#2;1.57;   0;2.0;1.0;   1.5;1.5;2.0;    1.5;1.5;3.0;       0;1.0;4.0

#CROSS ROAD 2
#0;0; 0;0.5;2.5;  2;2.5;2.5;  0;4.5;2.5
#1;0; 0;2.5;4.5;  2;2.5;2.5;  0;2.5;0.5

#CROSS ROAD 4
#1;0.0;  0;0.5;0.5;  0;0.5;2.5;      2;2.5;2.5;    0;4.5;2.5;  0.0;4.5;4.5
#2;0.0;  0;4.5;4.5;  0;2.5;4.5;      2;2.5;2.5;    0;2.5;0.5;  0.0;0.5;0.5
#3;0.0;  0;0.5;2.5;  2;2.5;2.5;    0;4.5;2.5;      0;4.5;4.5;  0.0;2.5;4.5
#4;0.0;  0;2.5;4.5;  2;2.5;2.5;    0;2.5;0.5;      0;0.5;0.5;  0.0;0.5;1.5

#FREE SPACE
#0;-1.57;   0;1.0;4.0;   0;4.0;1.0
#1;-1.57;   0;4.0;4.0;   0;1.0;1.0
#2;1.57;    0;1.0;1.0;   0;4.0;4.0
#3;1.57;    0;4.0;1.0;   0;1.0;4.0

#HUGE FREE SPACE
#0;1.57;   0;1.0;1.0;    0;19.0;19.0;
#1;1.57;   0;5.5;1.0;    0;14.5;19.0;
#2;1.57;   0;10.0;1.0;   0;10.0;19.0;
#3;1.57;   0;14.5;1.0;   0;5.5;19.0;
#4;1.57;   0;19.0;1.0;   0;1.0;19.0;
#5;1.57;   0;1.0;5.5;    0;19.0;14.5;
#6;1.57;   0;1.0;10.0;   0;19.0;10.0;
#7;1.57;   0;19.0;5.5;   0;1.0;14.5;
#8;-1.57;  0;1.0;14.5;   0;19.0;5.5;
#9;-1.57;  0;1.0;19.0;   0;19.0;1.0;
#10;-1.57; 0;5.5;19.0;   0;14.5;1.0;
#11;-1.57; 0;10.0;19.0;  0;10.0;1.0;
#12;-1.57; 0;14.5;19.0;  0;5.5;1.0;
#13;-1.57; 0;19.0;19.0;  0;1.0;1.0;
#14;-1.57; 0;19.0;14.5;  0;1.0;5.5;
#15;-1.57; 0;19.0;10.0;  0;1.0;10.0;













#Narrow corridor 1
#1;0.0;0.0;1.0;0.5;1.0;2.5;2.0;1.0;2.5;3.0;0.0;4.0;4.5;1.0;2.5;3.0;1.0;2.5;2.0
#2;0.0;0.0;4.0;0.5;1.0;2.5;2.0;1.0;2.5;3.0;0.0;1.0;4.5;1.0;2.5;3.0;1.0;2.5;2.0
#3;0.0;0.0;2.5;0.5;1.0;2.5;2.0;1.0;2.5;3.0;0.0;2.5;4.5;1.0;2.5;3.0;1.0;2.5;2.0

#Narrow corridor 2
#1;0.0;0.0;1.0;0.5;1.0;2.5;2.0;1.0;2.5;3.0;0.0;4.0;4.5;1.0;2.5;3.0;1.0;2.5;2.0
#2;0.0;0.0;4.0;0.5;1.0;2.5;2.0;1.0;2.5;3.0;0.0;1.0;4.5;1.0;2.5;3.0;1.0;2.5;2.0
#3;0.0;0.0;1.0;4.5;1.0;2.5;3.0;1.0;2.5;2.0;0.0;4.0;0.5;1.0;2.5;2.0;1.0;2.5;3.0
#4;0.0;0.0;4.0;4.5;1.0;2.5;3.0;1.0;2.5;2.0;0.


#Test: 1 vs 1
#0;-1.57;  0;1.0;4.0;   1;1.15;3.0;    1;1.15;2.0;       0;1.0;1.0
#1;1.57;   0;1.0;1.0;   1;1.15;2.0;    1;1.15;3.0;       0;1.0;4.0

#Test: 2 vs 2
#0;-1.57;  0;1.25;4.0;    1;1.15;3.0;    1;1.15;2.0;      0;1.25;1.0
#1;-1.57;  0;0.75;4.0;    1;1.15;3.0;    1;1.15;2.0;      0;0.75;1.0
#2;1.57;   0;1.25;1.0;    1;1.15;2.0;    1;1.15;3.0;      0;1.25;4.0
#3;1.57;   0;0.75;1.0;    1;1.15;2.0;    1;1.15;3.0;      0;0.75;4.0

#Test 3 vs 1
#0;-1.57;  0;1.25;4.0;   1;1.15;3.0;    1;1.15;2.0;       0;1.25;1.0
#2;1.57;   0;1.5;1.0;    1;1.15;2.0;    1;1.15;3.0;       0;1.5;4.0
#3;1.57;   0;1.0;1.0;    1;1.15;2.0;    1;1.15;3.0;       0;1.0;4.0
#4;1.57;   0;0.5;1.0;    1;1.15;2.0;    1;1.15;3.0;       0;0.5;4.0
